ccle	outliers	tissue
BI-SARC-CCLE-SK_ES_1-Tumor	9549	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-SK_LMS_1-Tumor	6796	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-SK_UT_1-Tumor	10426	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-SW_1353-Tumor	12245	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-T1_73-Tumor	10779	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-TC_71-Tumor	8532	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-TE_125_T-Tumor	8018	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-TE_159_T-Tumor	8212	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-TE_441_T-Tumor	11749	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-TE_617_T-Tumor	8892	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-U_2_OS-Tumor	9254	BONE_AND_SOFT_TISSUE
BI-SKCM-CCLE-A101D-Tumor	6660	SKIN
BI-SKCM-CCLE-A2058-Tumor	6452	SKIN
BI-SKCM-CCLE-C32-Tumor	7963	SKIN
BI-SKCM-CCLE-CJM-Tumor	12981	SKIN
BI-SKCM-CCLE-COLO_679-Tumor	7610	SKIN
BI-SKCM-CCLE-COLO_783-Tumor	7189	SKIN
BI-SKCM-CCLE-COLO_792-Tumor	9047	SKIN
BI-SKCM-CCLE-COLO_800-Tumor	6549	SKIN
BI-SKCM-CCLE-COLO_829-Tumor	6830	SKIN
BI-SKCM-CCLE-HMCB-Tumor	8013	SKIN
BI-SKCM-CCLE-Hs_294T-Tumor	6549	SKIN
BI-SKCM-CCLE-Hs_600_T-Tumor	7529	SKIN
BI-SKCM-CCLE-Hs_688_A__T-Tumor	7421	SKIN
BI-SKCM-CCLE-Hs_695T-Tumor	8416	SKIN
BI-SKCM-CCLE-Hs_834_T-Tumor	7380	SKIN
BI-SKCM-CCLE-Hs_839_T-Tumor	6154	SKIN
BI-SKCM-CCLE-Hs_852_T-Tumor	8442	SKIN
BI-SKCM-CCLE-Hs_895_T-Tumor	8758	SKIN
BI-SKCM-CCLE-Hs_934_T-Tumor	6455	SKIN
BI-SKCM-CCLE-Hs_939_T-Tumor	5759	SKIN
BI-SKCM-CCLE-Hs_940_T-Tumor	7042	SKIN
BI-SKCM-CCLE-Hs_944_T-Tumor	8027	SKIN
BI-SKCM-CCLE-HT_144-Tumor	5452	SKIN
BI-SKCM-CCLE-IGR_1-Tumor	10857	SKIN
BI-SKCM-CCLE-K029AX-Tumor	6606	SKIN
BI-SKCM-CCLE-Malme_3M-Tumor	6634	SKIN
BI-SKCM-CCLE-MEL_HO-Tumor	6906	SKIN
BI-SKCM-CCLE-MEL_JUSO-Tumor	7479	SKIN
BI-SKCM-CCLE-MeWo-Tumor	8669	SKIN
BI-SKCM-CCLE-RPMI_7951-Tumor	9093	SKIN
BI-SKCM-CCLE-SH_4-Tumor	8964	SKIN
BI-SKCM-CCLE-SK_MEL_1-Tumor	10120	SKIN
BI-SKCM-CCLE-SK_MEL_24-Tumor	8507	SKIN
BI-SKCM-CCLE-SK_MEL_28-Tumor	6548	SKIN
BI-SKCM-CCLE-SK_MEL_3-Tumor	8039	SKIN
BI-SKCM-CCLE-SK_MEL_30-Tumor	7160	SKIN
BI-SKCM-CCLE-SK_MEL_31-Tumor	7274	SKIN
BI-SKCM-CCLE-UACC_257-Tumor	8882	SKIN
BI-SKCM-CCLE-UACC_62-Tumor	11591	SKIN
BI-SKCM-CCLE-WM1799-Tumor	6617	SKIN
BI-SKCM-CCLE-WM983B-Tumor	12792	SKIN
BI-SKCM-CCLE-WM_115-Tumor	9312	SKIN
BI-SKCM-CCLE-WM_266_4-Tumor	10200	SKIN
BI-SKCM-CCLE-WM_793-Tumor	10391	SKIN
BI-SKCM-CCLE-WM_88-Tumor	11482	SKIN
BI-STAD-CCLE-ECC10-Tumor	11852	STOMACH
BI-STAD-CCLE-ECC12-Tumor	9864	STOMACH
BI-STAD-CCLE-HuG1_N-Tumor	7889	STOMACH
BI-STAD-CCLE-HuTu_80-Tumor	8483	STOMACH
BI-STAD-CCLE-LMSU-Tumor	8725	STOMACH
BI-STAD-CCLE-MKN1-Tumor	7906	STOMACH
BI-STAD-CCLE-MKN7-Tumor	8215	STOMACH
BI-STAD-CCLE-MKN74-Tumor	12719	STOMACH
BI-STAD-CCLE-MKN_45-Tumor	8146	STOMACH
BI-STAD-CCLE-NCC_StC_K140-Tumor	9914	STOMACH
BI-STAD-CCLE-NCI_N87-Tumor	9913	STOMACH
BI-STAD-CCLE-NUGC_2-Tumor	12069	STOMACH
BI-STAD-CCLE-NUGC_3-Tumor	8463	STOMACH
BI-STAD-CCLE-OCUM_1-Tumor	8171	STOMACH
BI-STAD-CCLE-RERF_GC_1B-Tumor	9150	STOMACH
BI-STAD-CCLE-SNU_216-Tumor	6868	STOMACH
BI-STAD-CCLE-SNU_5-Tumor	7638	STOMACH
BI-STAD-CCLE-SNU_520-Tumor	9865	STOMACH
BI-STAD-CCLE-SNU_601-Tumor	8480	STOMACH
BI-STAD-CCLE-SNU_620-Tumor	7049	STOMACH
BI-STAD-CCLE-SNU_668-Tumor	9365	STOMACH
BI-STAD-CCLE-SNU_719-Tumor	12191	STOMACH
BI-STAD-CCLE-TGBC11TKB-Tumor	13783	STOMACH
BI-THCA-CCLE-8305C-Tumor	6607	THYROID
BI-THCA-CCLE-8505C-Tumor	6879	THYROID
BI-THCA-CCLE-B_CPAP-Tumor	9887	THYROID
BI-THCA-CCLE-BHT_101-Tumor	10061	THYROID
BI-THCA-CCLE-FTC_133-Tumor	9936	THYROID
BI-THCA-CCLE-FTC_238-Tumor	7762	THYROID
BI-THCA-CCLE-ML_1-Tumor	7568	THYROID
BI-THCA-CCLE-S_117-Tumor	7494	THYROID
BI-THCA-CCLE-SW579-Tumor	6639	THYROID
BI-THCA-CCLE-TT-Tumor	16060	THYROID
BI-THCA-CCLE-TT2609_C02-Tumor	11364	THYROID
